"Name","School","Conference","Overall","Pass Block","Run Block","Discipline"
"Breyden Turnage","MissSt","SEC","8.86","8.86","8.51","8.86"
"Zarian Simms","Navy","Amer","8.86","8.80","5.15","8.49"
"Richard McKay","SacSt","MAC","8.85","8.99","7.51","9.32"
"Jordan Harrison","USF","Amer","8.85","8.85","8.85","8.85"
"Juan Camacho Jr.","UTEP","MWC","8.84","8.51","9.25","12.12"
"Jayden Tuia","ColSt","Pac12","8.84","10.09","5.38","11.67"
"Brandon Edozie","Lib","CUSA","8.84","8.84","8.84","8.84"
"Colin Bellomy","USF","Amer","8.84","8.84","8.84","8.84"
"Ren Brown","TT","Big12","8.84","8.84","8.84","8.84"
"Kardiear Shepherd","Cuse","ACC","8.84","8.84","8.84","8.84"
"Carmello Michel","Navy","Amer","8.83","8.79","4.29","9.33"
"Jimothy Lewis Jr.","Cal","ACC","8.83","8.66","10.55","14.35"
"Mateo Bilaver","UNLV","MWC","8.83","8.83","8.83","8.83"
"Deontavis Cooper","Tul","Amer","8.83","8.83","8.83","8.83"
"Max Merz","Lou","ACC","8.83","8.83","8.83","8.83"
"D'Nilyeon Taylor","EMich","MAC","8.83","8.83","8.83","8.83"
"Packs Ahovelo","ColSt","Pac12","8.83","8.83","8.83","8.83"
"Nily Taylor","EMich","MAC","8.83","8.83","8.83","8.83"
"Joshua Battle","ECU","Amer","8.83","8.83","8.83","8.83"
"Raykwon Goldthwaite","ODU","SBC","8.83","8.42","9.82","15.48"
"Ben Baker","Fres","Pac12","8.82","8.30","8.69","8.40"
"Peyton Miller","Mass","MAC","8.82","8.23","9.70","15.50"
"Larry Edwards","SMiss","SBC","8.82","8.74","9.45","9.10"
"Tyler Roberts","UTEP","MWC","8.82","8.86","8.29","12.40"
"Jacob Schorsch","MiaOH","MAC","8.82","10.89","3.88","14.74"
"Zach Aamland","Temp","Amer","8.81","8.81","8.81","8.81"
"JaKobe Campbell","JMU","SBC","8.81","9.01","12.95","10.75"
"Ah Deong Yang","Wash","Big10","8.79","8.79","8.79","8.79"
"Derek Worden","IASt","Big12","8.79","8.79","8.79","8.79"
"Jace Winchester","Idaho","Big Sky","8.79","8.79","8.79","8.79"
"Ben Jones","App","SBC","8.79","8.79","8.79","8.79"
"Dominic Rijos","CoCar","SBC","8.79","8.79","8.79","8.79"
"Barrett Maddox","UAB","Amer","8.79","8.79","8.79","8.79"
"Luke Francis Jr.","FSU","ACC","8.79","8.79","8.79","8.79"
"Cameron Schultz","TexSt","Pac12","8.79","8.77","6.29","8.95"
"Fred Hinton","OU","SEC","8.79","10.38","9.11","11.56"
"Cade Wilhelmi","Tol","MAC","8.78","8.78","8.78","8.78"
"Ted Gregoire","Vand","SEC","8.78","8.78","8.78","8.78"
"Ross Johnston","Tuls","Amer","8.76","9.19","8.73","8.96"
"Isaiah Bullerdick","Char","Amer","8.76","8.47","9.09","12.42"
"Mike van der Oord","Pitt","ACC","8.76","8.76","8.76","8.76"
"Pape Abdoulaye Sy","BC","ACC","8.76","8.76","8.76","8.76"
"Brandon Nazworth","AirF","MWC","8.75","9.46","3.87","9.81"
"Kahlil House","Stan","ACC","8.75","8.85","8.53","15.21"
"Jordan Curll","WKU","CUSA","8.75","8.75","8.75","8.75"
"Luke Baker","UTSt","Pac12","8.75","8.75","8.75","8.75"
"Aiden Zilker","Temp","Amer","8.75","8.75","8.75","8.75"
"Jarvis Williams","SDSU","Pac12","8.75","8.75","8.75","8.75"
"Brendan Grabot","NIU","MWC","8.75","8.75","8.75","8.75"
"Zach Hultgren","MiaOH","MAC","8.75","8.75","8.75","8.75"
"Jae'von White","Marsh","SBC","8.75","8.75","8.75","8.75"
"Trey Shaw","ULLaf","SBC","8.75","8.75","8.75","8.75"
"Jesse Giddings","JMU","SBC","8.75","8.75","8.75","8.75"
"Kingston Kerkhoff","Idaho","Big Sky","8.75","8.75","8.75","8.75"
"Kadorian Benjamin","GASt","SBC","8.75","8.75","8.75","8.75"
"Jayvon Perry","GASo","SBC","8.75","8.75","8.75","8.75"
"Owen Cheatham","FAU","Amer","8.75","8.75","8.75","8.75"
"Uluaki Tatafu","ColSt","Pac12","8.75","8.75","8.75","8.75"
"Luke Van Auken","ColSt","Pac12","8.75","8.75","8.75","8.75"
"Pete Pendergest","BG","MAC","8.75","8.75","8.75","8.75"
"Lorvens Barthelemy","Akr","MAC","8.75","8.75","8.75","8.75"
"Elzea Rollins","Akr","MAC","8.75","8.75","8.75","8.75"
"Jeremyah Green","ULM","SBC","8.75","8.75","8.75","8.75"
"Bright Fagbamiye","ULM","SBC","8.75","8.75","8.75","8.75"
"Alex Warden","NDSt","MWC","8.75","8.75","8.75","8.75"
"Khalil Walker","Haw","MWC","8.75","8.75","8.75","8.75"
"Jesus Garcia II","UNLV","MWC","8.75","8.75","8.75","8.75"
"Jake Sulzberger","AirF","MWC","8.75","8.75","8.75","8.75"
"William Johnson III","Kent","MAC","8.75","8.75","8.75","8.75"
"William Reed","Buff","MAC","8.75","8.75","8.75","8.75"
"Braden Ellis","ODU","SBC","8.75","8.75","8.75","8.75"
"Gunnar Goodwin","ULLaf","SBC","8.75","8.75","8.75","8.75"
"Gavin Bowlin","Troy","SBC","8.75","8.75","8.75","8.75"
"Kearius Bivens","SoAla","SBC","8.75","8.75","8.75","8.75"
"Artem Korchagin Jr.","SoAla","SBC","8.75","8.75","8.75","8.75"
"Jalen Burgess","GASo","SBC","8.75","8.75","8.75","8.75"
"Myles Joseph","SHSt","CUSA","8.75","8.75","8.75","8.75"
"Colton Crosley","Ohio","MAC","8.75","8.75","8.75","8.75"
"Jarmaine Mitchell","AZSt","Big12","8.75","8.75","8.75","8.75"
"Zac Clarke","Cincy","Big12","8.75","8.75","8.75","8.75"
"Kingston Fotualli","IASt","Big12","8.75","8.75","8.75","8.75"
"Jonathan Panagou","Mary","Big10","8.75","8.75","8.75","8.75"
"Michael McMonigle","Mary","Big10","8.75","8.75","8.75","8.75"
"Favour Edwin","GATech","ACC","8.75","8.75","8.75","8.75"
"Xavier Canales","GATech","ACC","8.75","8.75","8.75","8.75"
"Kai Jacobowitz","Duke","ACC","8.75","8.75","8.75","8.75"
"CJ Scifres","Ind","Big10","8.75","8.75","8.75","8.75"
"Will Tompkins","PSU","Big10","8.75","8.75","8.75","8.75"
"Adrian Lamb","LSU","SEC","8.75","8.75","8.75","8.75"
"Matai Jefferson","AZSt","Big12","8.74","8.74","8.74","8.74"
"Ryan Cory","Wisc","Big10","8.73","9.13","8.73","12.52"
"Josiah Timoteo","OreSt","Pac12","8.73","8.81","8.16","14.17"
"Eidan Buchanan","UNC","ACC","8.73","9.55","8.70","11.25"
"Kaden Chidester","BYU","Big12","8.73","8.59","5.76","9.47"
"Krew Moledor","GATech","ACC","8.71","8.71","8.71","8.71"
"Kaveon Lee","Minn","Big10","8.71","8.71","8.71","8.71"
"Nate Schneckloth","NDSt","MWC","8.71","9.63","4.84","14.55"
"Arkel Anugwom","NW","Big10","8.71","7.33","9.37","10.69"
"Cristian Loaiza","CoCar","SBC","8.70","8.89","7.93","14.69"
"Emir Stinette","Rut","Big10","8.70","8.47","8.70","8.71"
"Thomas Barr","Buff","MAC","8.69","8.69","8.69","8.69"
"Nathan Kutufaris","Duke","ACC","8.69","8.69","8.69","8.69"
"Kage Payne","NCSt","ACC","8.69","8.69","8.69","8.69"
"Watson Young","Clem","ACC","8.69","8.69","8.69","8.69"
"Trevor Szymanski","Mary","Big10","8.69","9.98","4.74","12.23"
"Cole Norred","GASo","SBC","8.68","7.84","10.24","16.48"
"Toby Mealer","SMiss","SBC","8.68","8.68","8.68","8.68"
"Judah Kaio","Haw","MWC","8.68","9.47","5.54","15.05"
"Dawson Matthews","Tuls","Amer","8.67","8.67","8.67","8.67"
"Rex Waterman","Neb","Big10","8.67","8.67","8.67","8.67"
"Ty'aun Gates","UNM","MWC","8.67","8.67","8.67","8.67"
"Frankie Tinilau","JMU","SBC","8.67","8.99","7.52","15.17"
"Jonas Mann","Akr","MAC","8.66","8.53","9.41","9.04"
"Jacob Tracy","Boise","Pac12","8.64","8.64","8.64","8.64"
"Isaiah Bowman","OKSt","Big12","8.63","8.63","8.63","8.63"
"Rain Banick","FAU","Amer","8.63","8.63","8.63","8.63"
"Harlem Nellum","SDSU","Pac12","8.63","8.63","8.63","8.63"
"Jamison Mejia","OKSt","Big12","8.63","8.63","8.63","8.63"
"Reagan McCranie","Duke","ACC","8.62","8.63","5.70","9.86"
"Carter Kadow","SHSt","CUSA","8.61","8.61","8.61","8.61"
"Rj Lee","Hou","Big12","8.60","8.60","8.60","8.60"
"Evan Scott","Duke","ACC","8.60","8.60","8.60","8.60"
"Anthony Robsock","Mary","Big10","8.60","9.04","5.91","10.33"
"Logan Cox","ODU","SBC","8.60","8.82","9.06","12.74"
"Ikbahl Kassim","SDSU","Pac12","8.60","8.41","11.98","10.06"
"Shemaj Henry","Cuse","ACC","8.60","8.60","8.60","8.60"
"Eisa Evans","App","SBC","8.60","8.60","8.60","8.60"
"Adedamola Ajidahun","SoCar","SEC","8.59","9.91","6.27","12.62"
"William Dixon III","MOSt","CUSA","8.59","8.47","9.40","14.98"
"Gresham Perry","Tul","Amer","8.59","8.59","8.59","8.59"
"Quentis Griffin Jr.","ULM","SBC","8.58","8.78","6.82","10.05"
"Tra'jon Townsend","Troy","SBC","8.58","9.73","6.88","15.24"
"Akeem Neal","FIU","CUSA","8.58","9.54","3.80","11.06"
"Liam Cassidy","SMiss","SBC","8.58","8.46","9.83","9.25"
"Tyrell Scott","WKU","CUSA","8.58","8.58","8.58","8.58"
"Easton Hammond","UTSt","Pac12","8.58","8.58","8.58","8.58"
"Kamuela Wilhelm","SJSt","MWC","8.58","8.58","8.58","8.58"
"Johnny Notarianni","SJSt","MWC","8.58","8.58","8.58","8.58"
"Cian Mahoney","NIU","MWC","8.58","8.58","8.58","8.58"
"Ty Gates","UNM","MWC","8.58","8.58","8.58","8.58"
"Terrence Johnson","Nev","MWC","8.58","8.58","8.58","8.58"
"Hunter Winn","Lib","CUSA","8.58","8.58","8.58","8.58"
"Daniel Schiffert","Lib","CUSA","8.58","8.58","8.58","8.58"
"Colin Prichard","Kent","MAC","8.58","8.58","8.58","8.58"
"Riley Wilson","FIU","CUSA","8.58","8.58","8.58","8.58"
"Alejandro Schmitt","FAU","Amer","8.58","8.58","8.58","8.58"
"Cristian Alvarez","Del","CUSA","8.58","8.58","8.58","8.58"
"Evan Downer","Ball","MAC","8.58","8.58","8.58","8.58"
"Pryce McClanahan","UTEP","MWC","8.58","8.58","8.58","8.58"
"Uluaki Taukiuvea","Haw","MWC","8.58","8.58","8.58","8.58"
"Brody Litton","UNM","MWC","8.58","8.58","8.58","8.58"
"Malcolm Polu Jr.","Fres","Pac12","8.58","8.58","8.58","8.58"
"Mike Montgomery","Ohio","MAC","8.58","8.58","8.58","8.58"
"Jack Nolan","CMich","MAC","8.58","8.58","8.58","8.58"
"Kj Kotalik","WMich","MAC","8.58","8.58","8.58","8.58"
"Ameer Yasin","Tol","MAC","8.58","8.58","8.58","8.58"
"Leyonte Chandler","Rice","Amer","8.58","8.58","8.58","8.58"
"Cooper Lawson","Wyo","MWC","8.58","8.58","8.58","8.58"
"Kalvin Janssen","Wyo","MWC","8.58","8.58","8.58","8.58"
"Daniil Starykh","Boise","Pac12","8.58","8.58","8.58","8.58"
"Davray Venu","Temp","Amer","8.57","8.48","9.50","8.91"
"Marsel Akins","Fres","Pac12","8.57","8.57","8.57","8.57"
"Isaiah Villanueva","MOSt","CUSA","8.57","9.30","8.74","12.16"
"Hayden Flavin","NW","Big10","8.55","8.55","8.55","8.55"
"Shaikh Thompson","CoCar","SBC","8.55","8.55","8.55","8.55"
"Josh Austin","ArkSt","SBC","8.55","8.55","8.55","8.55"
"Corey Dudley","Troy","SBC","8.55","8.55","8.55","8.55"
"Joseph Ugwu Jr.","UTSA","Amer","8.55","8.55","8.55","8.55"
"Ja'Qwon Evans","OKSt","Big12","8.55","8.55","8.55","8.55"
"Dylan Frechette","Illini","Big10","8.55","8.55","8.55","8.55"
"Eric Smith","MiaOH","MAC","8.55","11.01","4.30","14.96"
"Uber Ajongo","Wake","ACC","8.54","8.65","8.52","8.60"
"Jarian Shelby","Ohio","MAC","8.54","10.05","5.58","8.48"
"David Applewhite","ULM","SBC","8.54","8.33","9.07","12.41"
"Sioeli Helu","NMSt","CUSA","8.53","9.06","8.45","8.53"
"Cooper Daines","WashSt","Pac12","8.52","8.52","8.52","8.52"
"Teagan Lindsey","TexSt","Pac12","8.52","8.52","8.52","8.52"
"William Hathcock","JackSt","CUSA","8.52","8.52","8.52","8.52"
"Lucas Barnes","MiaOH","MAC","8.52","8.52","8.52","8.52"
"Jaxon Griffin","Zona","Big12","8.52","8.52","8.52","8.52"
"Chase Malamala","SMiss","SBC","8.51","8.51","8.51","8.51"
"Jj Hirdes","Illini","Big10","8.51","8.51","8.51","8.51"
"Grant Edgington","Cincy","Big12","8.50","6.49","9.29","8.16"
"Carson Bradley","ODU","SBC","8.50","8.24","10.76","10.19"
"Kendall Walton","ECU","Amer","8.50","8.39","9.79","9.48"
"Xavier Thorpe","WashSt","Pac12","8.49","8.46","8.83","8.62"
"Arion Williams","WashSt","Pac12","8.49","8.49","8.49","8.49"
"Ellis McAdoo","Lou","ACC","8.48","7.56","7.85","8.63"
"Jonathan Gould","Akr","MAC","8.48","8.48","8.16","8.51"
"Jeremy Smith","FIU","CUSA","8.48","8.52","8.54","8.41"
"Brian Borjon","SDSU","Pac12","8.48","8.48","8.48","8.48"
"Tu'i Muti","Haw","MWC","8.47","8.45","5.39","8.74"
"Kevin Evehe","Lib","CUSA","8.47","9.42","6.71","14.90"
"Gage Stanaland","GaSt","SBC","8.47","8.35","12.51","11.48"
"Makhete Gueye","MOSt","CUSA","8.46","7.15","12.40","8.87"
"Jahmir Davis","SMiss","SBC","8.46","8.46","8.46","8.46"
"Talitu'i Pututau","BYU","Big12","8.46","8.46","8.46","8.46"
"Efren Siuola","Fres","Pac12","8.44","8.44","8.44","8.44"
"Kade Martin","UAB","Amer","8.44","8.44","8.44","8.44"
"Britin Witt","JackSt","CUSA","8.44","7.54","10.97","14.86"
"D'Joni Scatliffe","Cuse","ACC","8.43","8.43","8.43","8.43"
"Daniel Boyd","Duke","ACC","8.43","8.43","8.43","8.43"
"Jackson Davenport","Buff","MAC","8.41","8.41","8.41","8.41"
"Brandon Stoner","GASo","SBC","8.41","8.41","8.41","8.41"
"Logan Cahill","SHSt","CUSA","8.41","8.41","8.41","8.41"
"Michael Capria","KSt","Big12","8.40","9.48","8.34","8.83"
"Tyler Burnham","Del","CUSA","8.40","8.49","8.40","8.65"
"Payton Williams","UTSA","Amer","8.40","8.40","8.40","8.40"
"Josiah Evans","UTSA","Amer","8.40","8.40","8.40","8.40"
"Deminio Patterson","Tuls","Amer","8.40","8.40","8.40","8.40"
"Parks Glaze","Troy","SBC","8.40","8.40","8.40","8.40"
"Grant Kitchens","SMiss","SBC","8.40","8.40","8.40","8.40"
"Keenan Parks","SJSt","MWC","8.40","8.40","8.40","8.40"
"Roger Vanderhoef","SacSt","MAC","8.40","8.40","8.40","8.40"
"Clay Mitchell","Rice","Amer","8.40","8.40","8.40","8.40"
"Job Mavrick","Ohio","MAC","8.40","8.40","8.40","8.40"
"Kellen Gamble","NIU","MWC","8.40","8.40","8.40","8.40"
"Will McNamara","Mass","MAC","8.40","8.40","8.40","8.40"
"Carlton Hall","Lib","CUSA","8.40","8.40","8.40","8.40"
"Jaden Johnson","GASo","SBC","8.40","8.40","8.40","8.40"
"Grady Howell","GASo","SBC","8.40","8.40","8.40","8.40"
"Kaleb Barnes","FIU","CUSA","8.40","8.40","8.40","8.40"
"Stephan Aristil","CoCar","SBC","8.40","8.40","8.40","8.40"
"Austin Hoane","Cincy","Big12","8.40","8.40","8.40","8.40"
"Mason McGill","Char","Amer","8.40","8.40","8.40","8.40"
"Jake Allen","Char","Amer","8.40","8.40","8.40","8.40"
"Marco Cate","Buff","MAC","8.40","8.40","8.40","8.40"
"Maddux Murphy","BG","MAC","8.40","8.40","8.40","8.40"
"Chase Elrod","UTEP","MWC","8.40","8.40","8.40","8.40"
"Van Martinez","ULM","SBC","8.40","8.40","8.40","8.40"
"Edarius Green","ULM","SBC","8.40","8.40","8.40","8.40"
"Earl Brown","NDSt","MWC","8.40","8.40","8.40","8.40"
"Garrett Cooper","Mass","MAC","8.40","8.40","8.40","8.40"
"Sebastian Dawkins","UNM","MWC","8.40","8.40","8.40","8.40"
"Braden Chick","UNM","MWC","8.40","8.40","8.40","8.40"
"Danzel Newell","UNM","MWC","8.40","8.40","8.40","8.40"
"Chase Mideau","MOSt","CUSA","8.40","8.40","8.40","8.40"
"Sam Spicer","Ball","MAC","8.40","8.40","8.40","8.40"
"Vern Faulk","JackSt","CUSA","8.40","8.40","8.40","8.40"
"Jack Harris","JMU","SBC","8.40","8.40","8.40","8.40"
"Jesse Powell II","CoCar","SBC","8.40","8.40","8.40","8.40"
"Trinton Pritchett","Troy","SBC","8.40","8.40","8.40","8.40"
"Ike Turner","GASo","SBC","8.40","8.40","8.40","8.40"
"Tr'e Williams","SHSt","CUSA","8.40","8.40","8.40","8.40"
"Jacob Timmer","CMich","MAC","8.40","8.40","8.40","8.40"
"Sam Garcia","NMSt","CUSA","8.40","8.40","8.40","8.40"
"Jarrett Henry","UTSA","Amer","8.40","8.40","8.40","8.40"
"Donovan Lawrence","UAB","Amer","8.40","8.40","8.40","8.40"
"Ian Bothwell","Rice","Amer","8.40","8.40","8.40","8.40"
"Landon Rapkiewicz","FAU","Amer","8.40","8.40","8.40","8.40"
"Pierce Decker","Wyo","MWC","8.40","8.40","8.40","8.40"
"Nick Anciaux","Tuls","Amer","8.40","8.40","8.40","8.40"
"Johnathan Bush","Wyo","MWC","8.40","8.40","8.40","8.40"
"Caden Voltaire","NoTex","Amer","8.40","8.40","8.40","8.40"
"Siosaia Lapuaho","AZSt","Big12","8.40","8.40","8.40","8.40"
"Cade Myer","IASt","Big12","8.40","8.40","8.40","8.40"
"Nick Stopiak","Akr","MAC","8.40","8.40","8.59","8.19"
"Henry Peagler","UGA","SEC","8.38","8.31","9.08","8.49"
"Stephen Gales","Tol","MAC","8.36","8.35","9.16","14.16"
"Omar Bender","ODU","SBC","8.36","8.36","8.36","8.36"
"Ryan Gunter","UAB","Amer","8.36","8.33","7.72","8.40"
"Jatorian Blackmon","Troy","SBC","8.35","8.35","8.35","8.35"
"Jake Griffin","Zona","Big12","8.35","9.90","8.37","8.48"
"Greg Bienvenue","Boise","Pac12","8.34","8.34","8.34","8.34"
"Misael Sandoval","Ball","MAC","8.33","8.47","8.32","8.33"
"Sterling Wiggins","ArkSt","SBC","8.33","9.32","8.08","13.96"
"Ervin Smith","LATech","CUSA","8.32","8.32","8.32","8.32"
"Steven Pickard Jr.","FSU","ACC","8.32","8.32","8.32","8.32"
"Kahari Finley","USF","Amer","8.32","7.99","10.87","14.21"
"Ethan Dasmann","Fres","Pac12","8.30","8.30","8.30","8.30"
"Keystone Allison","Bay","Big12","8.28","8.28","8.28","8.28"
"Daylon Metoyer","Boise","Pac12","8.27","9.36","8.46","14.24"
"Cameron Jones","UK","SEC","8.27","8.21","8.57","7.72"
"Miguel Chavez","OKSt","Big12","8.26","8.26","8.26","8.26"
"Logan Husband","FAU","Amer","8.25","8.25","8.25","8.25"
"Manuel Serna","SJSt","MWC","8.25","8.25","8.32","8.29"
"Will Hutchens","LATech","CUSA","8.25","7.12","8.36","8.77"
"Ahmaan Thomas","Buff","MAC","8.25","8.22","4.22","8.38"
"Cecil Wilson","Kent","MAC","8.24","7.38","8.31","10.57"
"Zach Clayton","WKU","CUSA","8.23","9.28","7.12","15.07"
"Austin Ellis","LATech","CUSA","8.23","8.20","10.97","12.07"
"Eric Sandoval","UTEP","MWC","8.23","8.23","8.23","8.23"
"Ryley Kester","Tuls","Amer","8.23","8.23","8.23","8.23"
"Elliott Chaney","SoAla","SBC","8.23","8.23","8.23","8.23"
"Andrew Latu","SJSt","MWC","8.23","8.23","8.23","8.23"
"Cooper Troy","Haw","MWC","8.23","8.23","8.23","8.23"
"Liam Thompson","GASo","SBC","8.23","8.23","8.23","8.23"
"Carter Miculka","EMich","MAC","8.23","8.23","8.23","8.23"
"Miles Muldrow","Del","CUSA","8.23","8.23","8.23","8.23"
"Nasir Jones","CoCar","SBC","8.23","8.23","8.23","8.23"
"Colton Hogge","Nev","MWC","8.23","8.23","8.23","8.23"
"Mataio Aiono","Nev","MWC","8.23","8.23","8.23","8.23"
"Jackson Ramsey","Nev","MWC","8.23","8.23","8.23","8.23"
"Gavin Kanar","Kent","MAC","8.23","8.23","8.23","8.23"
"JT Howell","JackSt","CUSA","8.23","8.23","8.23","8.23"
"Will Cooper","JackSt","CUSA","8.23","8.23","8.23","8.23"
"Max Shiver","JackSt","CUSA","8.23","8.23","8.23","8.23"
"Gabe Jones","CoCar","SBC","8.23","8.23","8.23","8.23"
"Zane Panchula","BG","MAC","8.23","8.23","8.23","8.23"
"KC Ekwu","NoTex","Amer","8.23","8.23","8.23","8.23"
"Bryce Vaughn","Mem","Amer","8.23","8.23","8.23","8.23"
"Andrew Dudley","Marsh","SBC","8.22","8.33","5.42","9.19"
"Zach Smith","ColSt","Pac12","8.22","8.22","8.22","8.22"
"Sean Dugery","ULM","SBC","8.22","8.19","8.88","13.57"
"Luke Dalton","Ball","MAC","8.21","7.58","8.67","9.67"
"Peyton Farmer","Rice","Amer","8.21","7.59","10.45","9.93"
"Parker Cunningham","JMU","SBC","8.20","8.20","8.20","8.20"
"Kyle Larkin","MTSU","CUSA","8.20","8.20","8.20","8.20"
"Joe McGann","Conn","Inde","8.20","8.20","8.20","8.20"
"Diego De La Cruz","UTEP","MWC","8.20","8.43","6.17","8.77"
"Berlin Lillard","ColSt","Pac12","8.18","8.18","8.18","8.18"
"Connor Warkentin","Boise","Pac12","8.18","8.18","8.18","8.18"
"Lane Mahnesmith","NIU","MWC","8.15","9.33","9.13","9.54"
"Magnus Von Saldern","Mass","MAC","8.12","6.92","8.01","8.83"
"Jordan Rowe","ULM","SBC","8.12","8.12","8.12","8.12"
"Jacob Arop","Cal","ACC","8.11","9.29","8.31","13.25"
"Jamal Siler","SoAla","SBC","8.11","5.87","7.63","8.52"
"Khalif McNear","Temp","Amer","8.11","8.11","8.11","8.11"
"Kyle Kloska","Army","Amer","8.10","9.38","7.36","7.99"
"Spencer Webb","FIU","CUSA","8.09","10.00","6.53","13.63"
"Jacob McRae","LATech","CUSA","8.09","8.09","8.09","8.09"
"Tyler Chambers","NIU","MWC","8.08","8.08","4.78","8.94"
"Samuel Riddy","UAB","Amer","8.08","8.08","8.08","8.08"
"Eric McFall","Haw","MWC","8.07","8.07","8.07","8.07"
"Jayden Luckett","TexSt","Pac12","8.07","8.07","8.07","8.07"
"Markus Fetcho","UNM","MWC","8.07","8.07","8.07","8.07"
"Justyn Lyles","Marsh","SBC","8.07","8.07","8.07","8.07"
"Enrico Maghelli","KennSt","CUSA","8.07","8.07","8.07","8.07"
"Chase Richardson","KennSt","CUSA","8.07","8.07","8.07","8.07"
"Daniel Cepicky","KennSt","CUSA","8.07","8.07","8.07","8.07"
"Anthony Cater Jr.","KennSt","CUSA","8.07","8.07","8.07","8.07"
"Mustafa Feika","Del","CUSA","8.07","8.07","8.07","8.07"
"Jacob Jeudy","Ball","MAC","8.07","8.07","8.07","8.07"
"Dante Devine","SMiss","SBC","8.07","8.07","8.07","8.07"
"Christian Young","SMiss","SBC","8.07","8.07","8.07","8.07"
"Brayden Warner","SMiss","SBC","8.07","8.07","8.07","8.07"
"Demorrsion Brown","ODU","SBC","8.07","8.07","8.07","8.07"
"Kendrick Hall","ODU","SBC","8.07","8.07","8.07","8.07"
"Khi'Len Gates","ODU","SBC","8.07","8.07","8.07","8.07"
"Martez Curry","ODU","SBC","8.07","8.07","8.07","8.07"
"Michael Bowens Jr.","ULLaf","SBC","8.07","8.07","8.07","8.07"
"Xzavier Brown","ULLaf","SBC","8.07","8.07","8.07","8.07"
"Peter Diaz","GaSt","SBC","8.07","8.07","8.07","8.07"
"Cape Johnson","ArkSt","SBC","8.07","8.07","8.07","8.07"
"Jayden Thomas","App","SBC","8.07","8.07","8.07","8.07"
"Scottland Dover","App","SBC","8.07","8.07","8.07","8.07"
"Kamron Burris","App","SBC","8.07","8.07","8.07","8.07"
"Ashley Walker","MTSU","CUSA","8.07","8.07","8.07","8.07"
"Hudson Reed","UAB","Amer","8.07","8.07","8.07","8.07"
"Dylan Nolan-Cook","Char","Amer","8.07","8.07","8.07","8.07"
"Amar Harper","Char","Amer","8.07","8.07","8.07","8.07"
"Reginhard Pierre-Nau","Char","Amer","8.07","8.07","8.07","8.07"
"Riley Rushing","Tul","Amer","8.07","8.07","8.07","8.07"
"Aiden Martin","Tul","Amer","8.07","8.07","8.07","8.07"
"Alan Pond","Tuls","Amer","8.07","8.07","8.07","8.07"
"Chaden Sullivan","Tuls","Amer","8.07","8.07","8.07","8.07"
"Christian Harris","ECU","Amer","8.07","8.07","8.07","8.07"
"Bryson Esser","ECU","Amer","8.07","8.07","8.07","8.07"
"Noah Thomas","OreSt","Pac12","8.07","8.07","8.07","8.07"
"Richard Thigpen","Mem","Amer","8.07","8.07","8.07","8.07"
"Tyler Ethridge","Boise","Pac12","8.07","8.07","8.07","8.07"
"Kole Cronin","Boise","Pac12","8.07","8.07","8.07","8.07"
"Jacob Crow","TT","Big12","8.07","8.07","8.07","8.07"
"Jerald Mays","TT","Big12","8.07","8.07","8.07","8.07"
"Trezelle Jenkins Jr.","KU","Big12","8.07","8.07","8.07","8.07"
"Aaron Wolford","Hou","Big12","8.07","8.07","8.07","8.07"
"Quinn Buckey","UCLA","Big10","8.07","8.07","8.07","8.07"
"Cooper Javorsky","UCLA","Big10","8.07","8.07","8.07","8.07"
"Kole Seaton","OKSt","Big12","8.07","8.07","8.07","8.07"
"Oliver Miller","KSt","Big12","8.07","8.07","8.07","8.07"
"Keegan Collins","KSt","Big12","8.07","8.07","8.07","8.07"
"Dominic Harris","Wash","Big10","8.07","8.07","8.07","8.07"
"Kannon Smith","USC","Big10","8.07","8.07","8.07","8.07"
"Devan Robison","TCU","Big12","8.07","8.07","8.07","8.07"
"Koloi Keli","Ore","Big10","8.07","8.07","8.07","8.07"
"Tyler Duell","Rut","Big10","8.07","8.07","8.07","8.07"
"Logan Anthony","Rut","Big10","8.07","8.07","8.07","8.07"
"Brock Brownfield","Purd","Big10","8.07","8.07","8.07","8.07"
"James Williams Jr.","Purd","Big10","8.07","8.07","8.07","8.07"
"Antonio Johnson","MichSt","Big10","8.07","8.07","8.07","8.07"
"Day'Jon Moore","Mary","Big10","8.07","8.07","8.07","8.07"
"Tj Taylor","Illini","Big10","8.07","8.07","8.07","8.07"
"Maika Matelau","Illini","Big10","8.07","8.07","8.07","8.07"
"Casey Thomann","Illini","Big10","8.07","8.07","8.07","8.07"
"Landen Von Seggern","Illini","Big10","8.07","8.07","8.07","8.07"
"Alfred Washington","Illini","Big10","8.07","8.07","8.07","8.07"
"Will Conroy","UNC","ACC","8.07","8.07","8.07","8.07"
"Rhys Woodrow","MiaFL","ACC","8.07","8.07","8.07","8.07"
"Jj Sparks","MiaFL","ACC","8.07","8.07","8.07","8.07"
"Canon Pickett","MiaFL","ACC","8.07","8.07","8.07","8.07"
"Charlie Edgeworth","Lou","ACC","8.07","8.07","8.07","8.07"
"Jakobe Green","FSU","ACC","8.07","8.07","8.07","8.07"
"Steven Moore","FSU","ACC","8.07","8.07","8.07","8.07"
"Jacob Miller","NW","Big10","8.07","8.07","8.07","8.07"
"Leighton Burbach","NW","Big10","8.07","8.07","8.07","8.07"
